scaffold	position	linkage_group	mapping_pos
tig00001999	185750	2	59.2817504459823
tig00001999	198465	2	59.2817554459828
tig00001999	206685	2	59.2817604459833
tig00001999	236333	2	59.3564629591215
tig00001999	341266	2	61.3056197549212
tig00001999	341269	2	61.3056247549217
tig00001999	307433	2	61.3483210384134
tig00001999	341478	2	61.3993745955066
tig00001999	341333	2	61.3993795955071
tig00001999	360646	2	62.0455309015989
tig00001999	420185	2	62.5175116211896
tig00001999	419915	2	62.5175166211901
tig00001999	420206	2	62.5175216211906
tig00001999	462704	2	63.156994310449
tig00001999	462705	2	63.1569993104495
tig00001999	462763	2	63.15700431045
tig00001999	462882	2	63.1570093104505
tig00001999	462883	2	63.157014310451
tig00000424	69189	2	63.7108844187238
tig00001943	66609	2	65.6554961092428
tig00001943	66632	2	65.6555011092433
tig00001943	45744	2	65.7981898810366
tig00001943	45746	2	65.7981948810371
tig00001943	38730	2	65.7981998810376
tig00001943	38544	2	65.7982048810381
tig00000075	567452	2	66.2673701606885
tig00000075	567700	2	66.267375160689
tig00000075	555682	2	66.3985113285822
tig00001884	43258	2	68.5295270240523
tig00001884	43621	2	68.5295320240528
tig00001884	72275	2	68.8146887415435
tig00001884	169166	2	69.871465602316
tig00001884	169167	2	69.8714706023165
tig00001884	169174	2	69.871475602317
tig00001884	169379	2	69.8714806023175
tig00001884	194386	2	70.368240882703
tig00001884	194387	2	70.3682458827035
tig00001884	206558	2	70.3682508827041
tig00001884	277250	2	71.2083514906681
tig00001884	277253	2	71.2083564906685
tig00001884	277278	2	71.208361490669
tig00001884	367310	2	73.3457529142702
tig00001884	367279	2	73.3457579142707
tig00001898	131672	2	77.4968117946418
tig00001898	131678	2	77.4968167946423
tig00001898	132012	2	77.4968217946429
tig00001898	163547	2	77.7948692402993
tig00001899	21500	2	80.2102390050442
tig00001899	21508	2	80.2102440050447
tig00001899	28164	2	80.408008719226
tig00001901	97002	2	80.7982210401708
tig00001901	97052	2	80.7982260401713
tig00001901	97379	2	80.7982310401718
tig00001901	93004	2	80.9335627006559
tig00001901	93082	2	80.9335677006564
tig00001901	96710	2	80.9335727006569
tig00001901	344004	2	81.3646217568793
tig00001901	343807	2	81.3646267568798
tig00001901	399415	2	81.3646317568803
tig00001901	399504	2	81.3646367568808
tig00001901	451958	2	81.3646417568813
tig00001901	388089	2	81.3646467568818
tig00001901	388323	2	81.3646517568823
tig00001901	451968	2	81.3646567568828
tig00001903	28948	2	81.9238515951363
tig00001903	29069	2	81.9238565951368
tig00002183	49603	2	82.4830085901383
tig00002183	38477	2	82.4830135901388
tig00001029	89221	2	84.1014953804769
tig00002035	4899	2	84.1015003804774
tig00002035	5169	2	84.101505380478
tig00002035	5218	2	84.1015103804785
tig00002037	14852	2	84.101515380479
tig00001029	87822	2	84.1015203804795
tig00001029	102606	2	84.10152538048
tig00001029	102984	2	84.1015303804805
tig00001865	8778	2	84.3898918443891
tig00000011	16223	2	84.5309883943345
tig00000011	16268	2	84.530993394335
tig00000011	17605	2	84.5309983943355
tig00000438	221452	2	84.8350207059734
tig00000438	221556	2	84.8350257059739
tig00000438	221593	2	84.8350307059744
tig00001694	24273	2	86.5396039255662
tig00001694	24256	2	86.6834492270717
tig00001694	24257	2	86.6834542270723
tig00001694	24372	2	86.6834592270728
tig00001694	24557	2	86.6834642270733
tig00001694	26800	2	87.032005903823
tig00001694	27143	2	87.0320109038235
tig00002202	12163	2	87.032015903824
tig00001060	48457	2	87.1942414283923
tig00001060	48462	2	87.1942464283928
tig00001060	53224	2	87.3353481292053
tig00001060	49624	2	87.3353531292058
tig00001060	52155	2	87.3353581292063
tig00001993	401924	2	87.4462597396665
tig00001060	50153	2	87.4770182217919
tig00001060	52922	2	87.4770232217924
tig00001060	52923	2	87.4770282217929
tig00001993	347250	2	87.9528310792487
tig00001993	345730	2	87.9528360792492
tig00001993	309591	2	88.1288538851269
tig00001993	310171	2	88.1288588851274
tig00001993	295756	2	88.4517243890953
tig00001993	259261	2	89.2119813214712
tig00001993	259307	2	89.2119863214717
tig00001993	102747	2	90.4750694147368
tig00002366	84853	2	91.6944572063752
tig00002366	84876	2	91.6944622063757
tig00002368	32129	2	92.417328259888
tig00002368	17629	2	92.4173332598885
tig00001321	30797	2	92.5601021103795
tig00001321	30537	2	92.56010711038
tig00002222	33193	2	93.5861147039045
tig00002222	62165	2	93.586119703905
tig00002674	36871	2	95.3028100698581
tig00002674	36874	2	95.3028150698586
tig00002674	20779	2	95.6091475893403
tig00002674	21031	2	95.6091525893408
tig00000953	18514	2	97.0901207050959
tig00000953	69404	2	98.1661160140381
tig00000917	26876	2	98.9050011612167
tig00000917	27226	2	98.9050061612172
tig00001145	58234	2	99.35184803231
tig00001145	58431	2	99.3518530323105
tig00001274	13912	2	99.5310879107849
tig00001274	31036	2	99.926627466179
tig00001274	31253	2	99.9266324661795
tig00001274	44641	2	100.082966516163
tig00000609	90071	2	100.973257472683
tig00000609	89507	2	101.107169675913
tig00000609	89653	2	101.107174675914
tig00000609	38074	2	101.39512360875
tig00000609	38332	2	101.395128608751
tig00000609	38394	2	101.395133608751
tig00000609	47130	2	101.395138608752
tig00000524	90424	2	101.826547123212
tig00000524	90440	2	101.826552123213
tig00000524	90156	2	101.826557123213
tig00000524	134326	2	101.969744686446
tig00000524	134339	2	101.969749686446
tig00000524	135734	2	101.969754686447
tig00000524	186277	2	102.599629055994
tig00000524	186934	2	102.599634055995
tig00000524	187108	2	102.599639055995
tig00000524	260764	2	102.941565555073
tig00000524	260794	2	102.941570555073
tig00000524	260825	2	102.941575555074
tig00001398	57876	2	104.55498121262
tig00001549	3744	2	104.849039194608
tig00002056	128820	2	104.849044194609
tig00002056	128843	2	104.849049194609
tig00002056	26434	2	106.165501620315
tig00002056	38513	2	106.165506620315
tig00002056	38542	2	106.165511620316
tig00002056	38712	2	106.165516620316
tig00000367	4708	2	109.282534378564
tig00000367	4673	2	109.282539378565
tig00002054	92545	2	113.540294626563
tig00002054	63030	2	113.81043195054
tig00002054	63031	2	113.81043695054
tig00002054	7607	2	114.457528068835
tig00002054	7751	2	114.601859891695
tig00001711	15097	2	115.235837545262
tig00001711	15134	2	115.235842545262
tig00001711	15199	2	115.235847545263
tig00001711	14885	2	115.235852545263
tig00001711	14913	2	115.235857545264
tig00001722	19388	2	115.380186746255
tig00001722	19425	2	115.380191746256
tig00001722	19439	2	115.380196746256
tig00001722	19354	2	115.380201746257
tig00001722	18486	2	115.380206746257
tig00000119	583907	2	115.969615870657
tig00000119	573075	2	116.14374222466
tig00000119	573094	2	116.27930812686
tig00000119	500765	2	116.693725177784
tig00000119	474298	2	117.410442594398
tig00000119	474299	2	117.410447594398
tig00000119	391963	2	118.971689626849
tig00000119	392903	2	118.971694626849
tig00000119	384692	2	119.10965855688
tig00000119	337024	2	119.687177371405
tig00000119	239818	2	120.874353771703
tig00000119	68173	2	121.784682402614
tig00000690	143329	2	125.231639393795
tig00000690	81904	2	125.394581265558
tig00000690	75812	2	125.394586265559
tig00000690	75816	2	125.394591265559
tig00000690	75839	2	125.39459626556
tig00000690	75842	2	125.39460126556
tig00000690	76122	2	125.394606265561
tig00000690	81958	2	125.394611265561
tig00000690	111874	2	125.394616265562
tig00001935	717320	2	125.394621265562
tig00000690	9357	2	125.681232878153
tig00000690	63550	2	125.950110163671
tig00000690	63440	2	125.950115163671
tig00002215	92314	2	130.687346500877
tig00002215	80951	2	130.687351500877
tig00002214	56327	2	132.531212720969
tig00002214	65552	2	132.53121772097
tig00002214	65916	2	132.53122272097
tig00002213	12644	2	133.471833475882
tig00002213	13060	2	133.471838475882
tig00002213	12645	2	133.471843475883
tig00002212	37031	2	134.001681470759
tig00002114	25460	2	134.716085048548
tig00002114	25463	2	134.716090048549
tig00002112	32443	2	135.002590544591
tig00002112	32437	2	135.002595544592
tig00002112	32788	2	135.002600544592
tig00002112	128141	2	135.328920451909
tig00002112	128255	2	135.328925451909
tig00002112	128282	2	135.32893045191
tig00001886	35409	2	136.03571112654
tig00000522	184123	2	136.414629799429
tig00000522	184381	2	136.41463479943
tig00002013	289964	2	136.571028609208
tig00002013	375947	2	136.571389682094
tig00002013	424664	2	136.571394682095
tig00002013	200875	2	136.714832197394
tig00002013	200832	2	136.714837197394
tig00002013	151154	2	136.998085434573
tig00002013	93020	2	137.733501371983
tig00002011	115125	2	138.313975482779
tig00002011	115197	2	138.31398048278
tig00001455	31130	2	139.596697337974
tig00001455	51176	2	140.054171453475
tig00000912	81545	2	140.946630972133
tig00000912	81555	2	140.946635972133
tig00000912	17637	2	140.946640972134
tig00000912	81307	2	140.946645972134
tig00000020	827259	2	141.377247363999
tig00002355	70819	2	141.96473482331
tig00002355	81764	2	141.96473982331
tig00002355	30350	2	141.964744823311
tig00002355	30405	2	141.964749823311
tig00001170	19438	2	143.017746352096
tig00001170	26872	2	143.131435221827
tig00001413	44696	2	145.108775051361
tig00000004	34659	2	146.296455066489
tig00000004	30630	2	146.29646006649
tig00000004	30325	2	146.29646506649
tig00000004	34671	2	146.296470066491
tig00000004	13436	2	146.461412952472
tig00000877	38275	2	146.626358034515
tig00000877	41286	2	146.626363034516
tig00000877	41290	2	146.626368034516
tig00000877	35273	2	146.83441265927
tig00000877	81716	2	146.834417659271
tig00000877	81758	2	146.834422659271
tig00001600	26627	2	147.121597598493
tig00001259	45115	2	147.408146202777
tig00001259	45154	2	147.408151202778
tig00001259	51384	2	147.408156202778
tig00000948	722	2	147.408161202779
tig00001259	11731	2	147.408166202779
tig00000948	77221	2	147.696896638154
tig00000948	76864	2	147.838079254621
tig00000948	77129	2	147.838084254622
tig00000414	104675	2	150.325316799755
tig00000414	104587	2	150.325321799755
tig00001895	28511	2	150.556991795983
tig00001895	62028	2	150.659337254767
tig00000632	60457	2	154.047720274768
tig00000632	108643	2	154.047725274769
tig00000000	1913707	2	156.399512091869
tig00000000	1830968	2	158.537559651501
tig00000000	1565292	2	161.4687569825
tig00000000	1659309	2	161.4687619825
tig00000000	1156405	2	166.693240886908
tig00000000	1156436	2	166.693245886908
tig00000000	1250159	2	166.693250886909
tig00000000	1124348	2	167.992818312155
tig00000000	1111909	2	168.302072710578
tig00000000	1103310	2	168.845079912924
tig00000000	1078703	2	169.073242058903
tig00000000	937644	2	171.26659812034
tig00000449	164647	2	173.508605454677
tig00000075	430905	3	0
tig00000075	318094	3	0.00000500000050000007
tig00000075	192077	3	0.641829462876393
tig00000075	192272	3	0.641834462876893
tig00000075	199648	3	0.641839462877393
tig00000075	199700	3	0.641844462877893
tig00000075	177217	3	0.95730508617219
